row,col,Location,Cam__,Lat,Long,Join1,X,Y,Location.1,Cam__.1,Lat.1,Long.1,Join1.1,X.1,Y.1,lineWKT
22,100,DE,1,47.06651,-90.72681,DE1,464813.078,732810.503,RO,4,47.0412012,-90.6874159,RO4,467779.601,729970.986,"LINESTRING(464813.1 732810.5,467779.6 729971.0)"
98,100,RO,2,47.03205,-90.68768,RO2,467750.606,728954.222,RO,4,47.0412012,-90.6874159,RO4,467779.601,729970.986,"LINESTRING(467750.6 728954.2,467779.6 729971.0)"
99,101,RO,3,47.03181,-90.67461,RO3,468743.431,728918.912,RO,5,47.0411412,-90.65479,RO5,468779.885,729934.532,"LINESTRING(468743.4 728918.9,468779.9 729934.5)"
100,101,RO,4,47.0412012,-90.6874159,RO4,467779.601,729970.986,RO,5,47.0411412,-90.65479,RO5,468779.885,729934.532,"LINESTRING(467779.6 729971.0,468779.9 729934.5)"
101,102,RO,5,47.0411412,-90.65479,RO5,468779.885,729934.532,RO,6,47.04552,-90.66257,RO6,469671.125,730434.646,"LINESTRING(468779.9 729934.5,469671.1 730434.6)"
103,104,SA,1,46.96598,-90.9652,SA1,446574.301,721834.745,SA,2,46.96588,-90.95225,SA2,447559.313,721811.582,"LINESTRING(446574.3 721834.7,447559.3 721811.6)"
104,105,SA,2,46.96588,-90.95225,SA2,447559.313,721811.582,SA,3,46.96528,-90.93929,SA3,448544.423,721733.01,"LINESTRING(447559.3 721811.6,448544.4 721733.0)"
103,107,SA,1,46.96598,-90.9652,SA1,446574.301,721834.745,SA,5,46.97479,-90.96488,SA5,446610.698,722813.454,"LINESTRING(446574.3 721834.7,446610.7 722813.5)"
106,107,SA,4,46.97524,-90.97809,SA4,445606.562,722875.916,SA,5,46.97479,-90.96488,SA5,446610.698,722813.454,"LINESTRING(445606.6 722875.9,446610.7 722813.5)"
104,108,SA,2,46.96588,-90.95225,SA2,447559.313,721811.582,SA,6,46.97484,-90.95174,SA6,447610.201,722806.788,"LINESTRING(447559.3 721811.6,447610.2 722806.8)"
107,108,SA,5,46.97479,-90.96488,SA5,446610.698,722813.454,SA,6,46.97484,-90.95174,SA6,447610.201,722806.788,"LINESTRING(446610.7 722813.5,447610.2 722806.8)"
105,109,SA,3,46.96528,-90.93929,SA3,448544.423,721733.01,SA,7,46.97451,-90.93864,SA7,448606.155,722758.1,"LINESTRING(448544.4 721733.0,448606.2 722758.1)"
108,109,SA,6,46.97484,-90.95174,SA6,447610.201,722806.788,SA,7,46.97451,-90.93864,SA7,448606.155,722758.1,"LINESTRING(447610.2 722806.8,448606.2 722758.1)"
24,110,EA,1,46.94191,-91.03661,EA1,441106.557,719229.357,SA,8,46.9842,-90.97795,SA8,445629.636,723871.461,"LINESTRING(441106.6 719229.4,445629.6 723871.5)"
106,110,SA,4,46.97524,-90.97809,SA4,445606.562,722875.916,SA,8,46.9842,-90.97795,SA8,445629.636,723871.461,"LINESTRING(445606.6 722875.9,445629.6 723871.5)"
107,111,SA,5,46.97479,-90.96488,SA5,446610.698,722813.454,SA,9,46.9839,-90.9649667,SA9,446616.57,723825.883,"LINESTRING(446610.7 722813.5,446616.6 723825.9)"
110,111,SA,8,46.9842,-90.97795,SA8,445629.636,723871.461,SA,9,46.9839,-90.9649667,SA9,446616.57,723825.883,"LINESTRING(445629.6 723871.5,446616.6 723825.9)"
108,112,SA,6,46.97484,-90.95174,SA6,447610.201,722806.788,SA,10,46.9835,-90.9514833,SA10,447641.411,723768.893,"LINESTRING(447610.2 722806.8,447641.4 723768.9)"
111,112,SA,9,46.9839,-90.9649667,SA9,446616.57,723825.883,SA,10,46.9835,-90.9514833,SA10,447641.411,723768.893,"LINESTRING(446616.6 723825.9,447641.4 723768.9)"
109,113,SA,7,46.97451,-90.93864,SA7,448606.155,722758.1,SA,11,46.98204,-90.93649,SA11,448779.687,723592.914,"LINESTRING(448606.2 722758.1,448779.7 723592.9)"
113,114,SA,11,46.98204,-90.93649,SA11,448779.687,723592.914,SA,12,46.99253,-90.93829,SA12,448656.756,724760.254,"LINESTRING(448779.7 723592.9,448656.8 724760.3)"
30,115,IR,3,47.00279,-90.62126,IR3,472771.387,725660.485,SO,1,47.02932,-90.64594,SO1,470919.497,728623.838,"LINESTRING(472771.4 725660.5,470919.5 728623.8)"
99,115,RO,3,47.03181,-90.67461,RO3,468743.431,728918.912,SO,1,47.02932,-90.64594,SO1,470919.497,728623.838,"LINESTRING(468743.4 728918.9,470919.5 728623.8)"
102,116,RO,6,47.04552,-90.66257,RO6,469671.125,730434.646,SO,2,47.03851,-90.64571,SO2,470945.396,729644.946,"LINESTRING(469671.1 730434.6,470945.4 729644.9)"
115,116,SO,1,47.02932,-90.64594,SO1,470919.497,728623.838,SO,2,47.03851,-90.64571,SO2,470945.396,729644.946,"LINESTRING(470919.5 728623.8,470945.4 729644.9)"
17,117,CA,1,46.99931,-90.55811,CA1,477569.379,725237.628,ST,C9,46.957706,-90.548202,STC9,478290.306,720609.04,"LINESTRING(477569.4 725237.6,478290.3 720609.0)"
17,118,CA,1,46.99931,-90.55811,CA1,477569.379,725237.628,ST,C10,46.958846,-90.53632,STC10,479195.219,720729.469,"LINESTRING(477569.4 725237.6,479195.2 720729.5)"
117,118,ST,C9,46.957706,-90.548202,STC9,478290.306,720609.04,ST,C10,46.958846,-90.53632,STC10,479195.219,720729.469,"LINESTRING(478290.3 720609.0,479195.2 720729.5)"
17,119,CA,1,46.99931,-90.55811,CA1,477569.379,725237.628,ST,C12,46.957932,-90.509877,STC12,481206.44,720614.476,"LINESTRING(477569.4 725237.6,481206.4 720614.5)"
67,119,OU,1,47.00087,-90.4549,OU1,485417.064,725360.253,ST,C12,46.957932,-90.509877,STC12,481206.44,720614.476,"LINESTRING(485417.1 725360.3,481206.4 720614.5)"
68,119,OU,2,47.0007,-90.44138,OU2,486444.805,725335.481,ST,C12,46.957932,-90.509877,STC12,481206.44,720614.476,"LINESTRING(486444.8 725335.5,481206.4 720614.5)"
35,120,MA,4,46.97145,-90.64626,MA4,470842.13,722193.184,ST,D5,46.951522,-90.60204,STD5,474188.75,719951.894,"LINESTRING(470842.1 722193.2,474188.8 719951.9)"
29,121,IR,2,46.99422,-90.61218,IR2,473454.219,724702.701,ST,D6,46.951497,-90.588031,STD6,475254.73,719941.025,"LINESTRING(473454.2 724702.7,475254.7 719941.0)"
120,121,ST,D5,46.951522,-90.60204,STD5,474188.75,719951.894,ST,D6,46.951497,-90.588031,STD6,475254.73,719941.025,"LINESTRING(474188.8 719951.9,475254.7 719941.0)"
17,122,CA,1,46.99931,-90.55811,CA1,477569.379,725237.628,ST,D7,46.950747,-90.57554,STD7,476204.61,719850.628,"LINESTRING(477569.4 725237.6,476204.6 719850.6)"
121,122,ST,D6,46.951497,-90.588031,STD6,475254.73,719941.025,ST,D7,46.950747,-90.57554,STD7,476204.61,719850.628,"LINESTRING(475254.7 719941.0,476204.6 719850.6)"
122,123,ST,D7,46.950747,-90.57554,STD7,476204.61,719850.628,ST,D8,46.950494,-90.562357,STD8,477207.57,719815.234,"LINESTRING(476204.6 719850.6,477207.6 719815.2)"
117,124,ST,C9,46.957706,-90.548202,STC9,478290.306,720609.04,ST,D9,46.950314,-90.548868,STD9,478233.883,719787.957,"LINESTRING(478290.3 720609.0,478233.9 719788.0)"
123,124,ST,D8,46.950494,-90.562357,STD8,477207.57,719815.234,ST,D9,46.950314,-90.548868,STD9,478233.883,719787.957,"LINESTRING(477207.6 719815.2,478233.9 719788.0)"
118,125,ST,C10,46.958846,-90.53632,STC10,479195.219,720729.469,ST,D10,46.949789,-90.536158,STD10,479200.661,719722.924,"LINESTRING(479195.2 720729.5,479200.7 719722.9)"
124,125,ST,D9,46.950314,-90.548868,STD9,478233.883,719787.957,ST,D10,46.949789,-90.536158,STD10,479200.661,719722.924,"LINESTRING(478233.9 719788.0,479200.7 719722.9)"
38,126,MI,3,46.88399,-90.49849,MI3,482020.602,712392.133,ST,D11,46.947449,-90.524057,STD11,480119.767,719456.666,"LINESTRING(482020.6 712392.1,480119.8 719456.7)"
41,126,MI,6,46.89226,-90.45892,MI6,485040.806,713292.74,ST,D11,46.947449,-90.524057,STD11,480119.767,719456.666,"LINESTRING(485040.8 713292.7,480119.8 719456.7)"
125,126,ST,D10,46.949789,-90.536158,STD10,479200.661,719722.924,ST,D11,46.947449,-90.524057,STD11,480119.767,719456.666,"LINESTRING(479200.7 719722.9,480119.8 719456.7)"
33,127,MA,2,46.96283,-90.66018,MA2,469775.227,721244.109,ST,E3,46.942993,-90.629371,STE3,472101.417,719020.443,"LINESTRING(469775.2 721244.1,472101.4 719020.4)"
127,128,ST,E3,46.942993,-90.629371,STE3,472101.417,719020.443,ST,E4,46.942867,-90.615514,STE4,473155.909,718998.069,"LINESTRING(472101.4 719020.4,473155.9 718998.1)"
120,129,ST,D5,46.951522,-90.60204,STD5,474188.75,719951.894,ST,E5,46.942297,-90.602872,STE5,474117.557,718927.253,"LINESTRING(474188.8 719951.9,474117.6 718927.3)"
128,129,ST,E4,46.942867,-90.615514,STE4,473155.909,718998.069,ST,E5,46.942297,-90.602872,STE5,474117.557,718927.253,"LINESTRING(473155.9 718998.1,474117.6 718927.3)"
121,130,ST,D6,46.951497,-90.588031,STD6,475254.73,719941.025,ST,E6,46.942475,-90.58908,STE6,475167.375,718939.055,"LINESTRING(475254.7 719941.0,475167.4 718939.1)"
129,130,ST,E5,46.942297,-90.602872,STE5,474117.557,718927.253,ST,E6,46.942475,-90.58908,STE6,475167.375,718939.055,"LINESTRING(474117.6 718927.3,475167.4 718939.1)"
122,131,ST,D7,46.950747,-90.57554,STD7,476204.61,719850.628,ST,E7,46.941709,-90.576238,STE7,476144.114,718846.671,"LINESTRING(476204.6 719850.6,476144.1 718846.7)"
130,131,ST,E6,46.942475,-90.58908,STE6,475167.375,718939.055,ST,E7,46.941709,-90.576238,STE7,476144.114,718846.671,"LINESTRING(475167.4 718939.1,476144.1 718846.7)"
124,132,ST,D9,46.950314,-90.548868,STD9,478233.883,719787.957,ST,E9,46.941258,-90.549809,STE9,478155.22,718782.111,"LINESTRING(478233.9 719788.0,478155.2 718782.1)"
125,133,ST,D10,46.949789,-90.536158,STD10,479200.661,719722.924,ST,E10,46.940169,-90.537414,STE10,479097.757,718654.557,"LINESTRING(479200.7 719722.9,479097.8 718654.6)"
132,133,ST,E9,46.941258,-90.549809,STE9,478155.22,718782.111,ST,E10,46.940169,-90.537414,STE10,479097.757,718654.557,"LINESTRING(478155.2 718782.1,479097.8 718654.6)"
32,134,MA,1,46.95408,-90.67305,MA1,468787.756,720280.092,ST,F2,46.935163,-90.642002,STF2,471132.997,718158.129,"LINESTRING(468787.8 720280.1,471133.0 718158.1)"
127,135,ST,E3,46.942993,-90.629371,STE3,472101.417,719020.443,ST,F3,46.933801,-90.627912,STF3,472204.276,717998.094,"LINESTRING(472101.4 719020.4,472204.3 717998.1)"
134,135,ST,F2,46.935163,-90.642002,STF2,471132.997,718158.129,ST,F3,46.933801,-90.627912,STF3,472204.276,717998.094,"LINESTRING(471133.0 718158.1,472204.3 717998.1)"
128,136,ST,E4,46.942867,-90.615514,STE4,473155.909,718998.069,ST,F4,46.933593,-90.615703,STF4,473133.433,717967.612,"LINESTRING(473155.9 718998.1,473133.4 717967.6)"
135,136,ST,F3,46.933801,-90.627912,STF3,472204.276,717998.094,ST,F4,46.933593,-90.615703,STF4,473133.433,717967.612,"LINESTRING(472204.3 717998.1,473133.4 717967.6)"
129,137,ST,E5,46.942297,-90.602872,STE5,474117.557,718927.253,ST,F5,46.933392,-90.602652,STF5,474126.696,717937.559,"LINESTRING(474117.6 718927.3,474126.7 717937.6)"
136,137,ST,F4,46.933593,-90.615703,STF4,473133.433,717967.612,ST,F5,46.933392,-90.602652,STF5,474126.696,717937.559,"LINESTRING(473133.4 717967.6,474126.7 717937.6)"
131,138,ST,E7,46.941709,-90.576238,STE7,476144.114,718846.671,ST,F7,46.93304,-90.576117,STF7,476146.246,717883.263,"LINESTRING(476144.1 718846.7,476146.2 717883.3)"
132,139,ST,E9,46.941258,-90.549809,STE9,478155.22,718782.111,ST,F9,46.932253,-90.549325,STF9,478185.047,717781.175,"LINESTRING(478155.2 718782.1,478185.0 717781.2)"
48,140,OA,5,46.92758,-90.70547,OA5,466294.415,717356.977,ST,G2,46.925271,-90.642344,STG2,471097.962,717059.099,"LINESTRING(466294.4 717357.0,471098.0 717059.1)"
134,140,ST,F2,46.935163,-90.642002,STF2,471132.997,718158.129,ST,G2,46.925271,-90.642344,STG2,471097.962,717059.099,"LINESTRING(471133.0 718158.1,471098.0 717059.1)"
135,141,ST,F3,46.933801,-90.627912,STF3,472204.276,717998.094,ST,G3,46.925171,-90.629199,STG3,472098.617,717039.874,"LINESTRING(472204.3 717998.1,472098.6 717039.9)"
140,141,ST,G2,46.925271,-90.642344,STG2,471097.962,717059.099,ST,G3,46.925171,-90.629199,STG3,472098.617,717039.874,"LINESTRING(471098.0 717059.1,472098.6 717039.9)"
136,142,ST,F4,46.933593,-90.615703,STF4,473133.433,717967.612,ST,G4,46.925117,-90.616237,STG4,473085.385,717026.039,"LINESTRING(473133.4 717967.6,473085.4 717026.0)"
141,142,ST,G3,46.925171,-90.629199,STG3,472098.617,717039.874,ST,G4,46.925117,-90.616237,STG4,473085.385,717026.039,"LINESTRING(472098.6 717039.9,473085.4 717026.0)"
36,144,MI,1,46.8754,-90.49862,MI1,482004.634,711437.643,ST,G7,46.923805,-90.576914,STG7,476078.029,716857.473,"LINESTRING(482004.6 711437.6,476078.0 716857.5)"
138,144,ST,F7,46.93304,-90.576117,STF7,476146.246,717883.263,ST,G7,46.923805,-90.576914,STG7,476078.029,716857.473,"LINESTRING(476146.2 717883.3,476078.0 716857.5)"
143,144,ST,G6,46.924066,-90.589684,STG6,475106.025,716893.707,ST,G7,46.923805,-90.576914,STG7,476078.029,716857.473,"LINESTRING(475106.0 716893.7,476078.0 716857.5)"
36,145,MI,1,46.8754,-90.49862,MI1,482004.634,711437.643,ST,G9,46.922792,-90.548359,STG9,478251.23,716729.31,"LINESTRING(482004.6 711437.6,478251.2 716729.3)"
38,145,MI,3,46.88399,-90.49849,MI3,482020.602,712392.133,ST,G9,46.922792,-90.548359,STG9,478251.23,716729.31,"LINESTRING(482020.6 712392.1,478251.2 716729.3)"
139,145,ST,F9,46.932253,-90.549325,STF9,478185.047,717781.175,ST,G9,46.922792,-90.548359,STG9,478251.23,716729.31,"LINESTRING(478185.0 717781.2,478251.2 716729.3)"
26,146,HE,2,46.88406,-90.68347,HE2,467927.099,712506.03,ST,H4,46.915798,-90.616847,STH4,473030.801,715990.836,"LINESTRING(467927.1 712506.0,473030.8 715990.8)"
142,146,ST,G4,46.925117,-90.616237,STG4,473085.385,717026.039,ST,H4,46.915798,-90.616847,STH4,473030.801,715990.836,"LINESTRING(473085.4 717026.0,473030.8 715990.8)"
95,147,RA,1,46.97349,-90.80185,RA1,459009.396,722529.216,YO,1,46.9801,-90.85927,YO1,454649.935,723310.039,"LINESTRING(459009.4 722529.2,454649.9 723310.0)"
114,148,SA,12,46.99253,-90.93829,SA12,448656.756,724760.254,YO,2,46.98847,-90.87363,YO2,453568.181,724252.233,"LINESTRING(448656.8 724760.3,453568.2 724252.2)"
147,148,YO,1,46.9801,-90.85927,YO1,454649.935,723310.039,YO,2,46.98847,-90.87363,YO2,453568.181,724252.233,"LINESTRING(454649.9 723310.0,453568.2 724252.2)"
73,149,OU,7,47.01801,-90.42709,OU7,487541.682,727253.056,OU,23,47.02747655,-90.42658319,OU23,487585.418,728305.777,"LINESTRING(487541.7 727253.1,487585.4 728305.8)"
76,149,OU,10,47.02764,-90.44003,OU10,486564.257,728328.649,OU,23,47.02747655,-90.42658319,OU23,487585.418,728305.777,"LINESTRING(486564.3 728328.6,487585.4 728305.8)"
77,149,OU,11,47.02705,-90.41369,OU11,488565.387,728252.174,OU,23,47.02747655,-90.42658319,OU23,487585.418,728305.777,"LINESTRING(488565.4 728252.2,487585.4 728305.8)"
80,149,OU,14,47.03647,-90.42636,OU14,487608.331,729304.152,OU,23,47.02747655,-90.42658319,OU23,487585.418,728305.777,"LINESTRING(487608.3 729304.2,487585.4 728305.8)"
26,150,HE,2,46.88406,-90.68347,HE2,467927.099,712506.03,ST,,0,0,ST,472100.056,716010.886,"LINESTRING(467927.1 712506.0,472100.1 716010.9)"
141,150,ST,G3,46.925171,-90.629199,STG3,472098.617,717039.874,ST,,0,0,ST,472100.056,716010.886,"LINESTRING(472098.6 717039.9,472100.1 716010.9)"
146,150,ST,H4,46.915798,-90.616847,STH4,473030.801,715990.836,ST,,0,0,ST,472100.056,716010.886,"LINESTRING(473030.8 715990.8,472100.1 716010.9)"
130,151,ST,E6,46.942475,-90.58908,STE6,475167.375,718939.055,ST,,0,0,ST,475143.44,717952.855,"LINESTRING(475167.4 718939.1,475143.4 717952.9)"
137,151,ST,F5,46.933392,-90.602652,STF5,474126.696,717937.559,ST,,0,0,ST,475143.44,717952.855,"LINESTRING(474126.7 717937.6,475143.4 717952.9)"
138,151,ST,F7,46.93304,-90.576117,STF7,476146.246,717883.263,ST,,0,0,ST,475143.44,717952.855,"LINESTRING(476146.2 717883.3,475143.4 717952.9)"
143,151,ST,G6,46.924066,-90.589684,STG6,475106.025,716893.707,ST,,0,0,ST,475143.44,717952.855,"LINESTRING(475106.0 716893.7,475143.4 717952.9)"
123,152,ST,D8,46.950494,-90.562357,STD8,477207.57,719815.234,ST,,0,0,ST,477172.363,718841.716,"LINESTRING(477207.6 719815.2,477172.4 718841.7)"
131,152,ST,E7,46.941709,-90.576238,STE7,476144.114,718846.671,ST,,0,0,ST,477172.363,718841.716,"LINESTRING(476144.1 718846.7,477172.4 718841.7)"
132,152,ST,E9,46.941258,-90.549809,STE9,478155.22,718782.111,ST,,0,0,ST,477172.363,718841.716,"LINESTRING(478155.2 718782.1,477172.4 718841.7)"
138,153,ST,F7,46.93304,-90.576117,STF7,476146.246,717883.263,ST,,0,0,ST,477162.701,717856.239,"LINESTRING(476146.2 717883.3,477162.7 717856.2)"
139,153,ST,F9,46.932253,-90.549325,STF9,478185.047,717781.175,ST,,0,0,ST,477162.701,717856.239,"LINESTRING(478185.0 717781.2,477162.7 717856.2)"
152,153,ST,,0,0,ST,477172.363,718841.716,ST,,0,0,ST,477162.701,717856.239,"LINESTRING(477172.4 718841.7,477162.7 717856.2)"
17,154,CA,1,46.99931,-90.55811,CA1,477569.379,725237.628,ST,,0,0,ST,480128.793,720667.747,"LINESTRING(477569.4 725237.6,480128.8 720667.7)"
118,154,ST,C10,46.958846,-90.53632,STC10,479195.219,720729.469,ST,,0,0,ST,480128.793,720667.747,"LINESTRING(479195.2 720729.5,480128.8 720667.7)"
119,154,ST,C12,46.957932,-90.509877,STC12,481206.44,720614.476,ST,,0,0,ST,480128.793,720667.747,"LINESTRING(481206.4 720614.5,480128.8 720667.7)"
26,155,HE,2,46.88406,-90.68347,HE2,467927.099,712506.03,ST,,0,0,ST,471075.933,716030.209,"LINESTRING(467927.1 712506.0,471075.9 716030.2)"
27,155,HE,3,46.89298,-90.68376,HE3,467913.64,713497.446,ST,,0,0,ST,471075.933,716030.209,"LINESTRING(467913.6 713497.4,471075.9 716030.2)"
140,155,ST,G2,46.925271,-90.642344,STG2,471097.962,717059.099,ST,,0,0,ST,471075.933,716030.209,"LINESTRING(471098.0 717059.1,471075.9 716030.2)"
150,155,ST,,0,0,ST,472100.056,716010.886,ST,,0,0,ST,471075.933,716030.209,"LINESTRING(472100.1 716010.9,471075.9 716030.2)"
19,20,CA,3,47.01728,-90.55705,CA3,477664.168,727233.991,CA,4,47.02689,-90.5694,CA4,476733.323,728308.666,"LINESTRING(477664.2 727234.0,476733.3 728308.7)"
