,BA1,BA2,BA3,BA4,BA5,BA6,BA7,BA8,BE1,BE2,BE3,BE4,BE5,BE6,BE7,BE8,CA1,CA2,CA3,CA4,CA5,DE1,DE2,EA1,HE1,HE2,HE3,IR1,IR2,IR3,IR4,MA1,MA2,MA3,MA4,MI1,MI2,MI3,MI4,MI5,MI6,NO1,NO2,OA1,OA2,OA3,OA4,OA5,OA6,OA7,OA8,OA9,OA10,OA11,OA12,OA13,OA14,OA15,OA16,OT1,OT2,OT3,OT4,OT5,OT6,OT7,OU1,OU2,OU3,OU4,OU5,OU6,OU7,OU8,OU9,OU10,OU11,OU12,OU13,OU14,OU15,OU16,OU17,OU18,OU19,OU20,OU21,OU22,OU24,OU25,OU26,OU27,OU28,OU29,RA1,RA2,RO1,RO2,RO3,RO4,RO5,RO6,SA1,SA2,SA3,SA4,SA5,SA6,SA7,SA8,SA9,SA10,SA11,SA12,SO1,SO2,STC9,STC10,STC12,STD5,STD6,STD7,STD8,STD9,STD10,STD11,STE3,STE4,STE5,STE6,STE7,STE9,STE10,STF2,STF3,STF4,STF5,STF7,STF9,STG2,STG3,STG4,STG6,STG7,STG9,STH4,YO1,YO2,OU23,ST1,ST2,ST3,ST4,ST5,ST6
MI4,21533.25101,21108.0615,20330.70004,20125.33411,19138.90587,19914.2701,18956.44784,18805.72247,24626.06821,26001.22315,25176.18261,24327.12691,26553.2395,25758.84541,24926.33571,26246.25423,13976.5941,14874.46066,15802.32294,17136.16245,18055.23152,27371.32388,28188.30022,42461.19476,16105.74127,15082.47251,15137.8236,15829.70241,15606.43475,16781.84994,16181.85552,16276.41207,15937.52118,16468.17625,15641.71565,1365.563069,1031.665564,988.7212438,0,1043.13473,2234.534943,21428.46088,22192.30401,19125.78741,17188.57171,19374.42192,18412.74288,17444.59517,20578.775,19640.51526,18542.33282,17768.53432,21870.72907,20917.83061,19988.38401,19052.28165,21281.34558,20392.19483,19432.31067,20417.26529,19564.14605,20955.60998,20160.80337,19398.88874,20766.17379,19988.2791,13218.49859,13419.8206,14230.14028,14379.91973,14634.47149,15369.15234,15564.73247,15864.41392,16200.82368,16356.75955,16832.7506,17197.1049,17345.16286,17554.44517,17793.74542,18369.74768,18519.19405,18791.66233,19171.46302,19337.57391,19477.09109,19773.83202,20470.00932,20689.28004,20945.55669,21446.81693,21671.50543,21920.97492,26063.93015,25671.26394,21834.65161,22540.74159,21854.1229,23280.32716,22610.27488,22460.66787,37645.63791,36687.17799,35715.50615,38851.72377,37868.7372,36907.19133,35938.93642,39110.79474,38154.94193,37161.1882,36024.30056,36520.70668,20262.51191,21075.92758,9500.671908,9194.696752,8446.077261,11635.57993,10842.23186,10117.47594,9444.131357,8827.863963,8286.831921,7659.477812,12778.69344,11878.79872,11051.95428,10233.97893,9442.647685,8047.579664,7408.176358,13214.41625,12185.82757,11355.03169,10486.6338,8807.359464,7254.409509,12803.27785,11870.44953,10964.49918,9109.496062,8260.596285,6457.57692,10617.14398,30398.50099,31750.75031,16586.67356,11502.60972,9649.465662,8720.049202,8022.093691,8790.013097,12483.75708
MI5,22538.79182,22124.95218,21344.66605,21149.96838,20161.37089,20946.85013,19988.02611,19843.92509,25522.59944,26891.28783,26054.93389,25193.76653,27425.79246,26618.91886,25773.19681,27086.88721,14443.2505,15310.43613,16214.40585,17574.18747,18472.58163,28098.77196,28896.57813,43495.54273,17148.65651,16125.38239,16180.01128,16533.2547,16290.17457,17462.10761,16824.21085,17209.76,16830.3872,17331.17672,16485.05752,2233.225356,1456.140106,2031.855438,1043.13473,0,1379.93646,21858.00741,22592.94768,20153.03425,18211.43291,20391.42928,19426.60467,18454.77427,21587.35994,20645.09158,19542.08595,18763.4079,22871.25206,21913.71116,20978.71637,20036.98314,22262.93286,21366.2491,20399.52707,21298.17595,20430.50535,21813.19029,21002.80672,20224.02424,21583.7701,20785.75834,13100.93061,13223.18214,14118.11253,14195.8988,14380.36734,15195.73372,15325.09024,15563.02983,16101.07141,16194.09532,16548.9818,17103.54816,17191.13577,17342.13071,17524.721,18224.49981,18316.33488,18536.22627,19085.49792,19194.08298,19285.17706,19528.40276,20287.61132,20457.82837,20666.46544,21272.32715,21450.34101,21653.69634,27039.2021,26637.37993,22599.16926,23282.22728,22572.26562,23999.0812,23304.90462,23120.32584,38663.54534,37703.70276,36730.8897,39864.98902,38880.64093,37917.26638,36947.33404,40117.71855,39160.129,38164.50272,37026.21523,37513.78574,20926.46979,21715.30334,10085.7758,9701.718579,8758.75289,12464.23872,11631.8941,10868.47252,10141.90637,9458.114445,8841.727074,8138.69635,13695.18316,12773.74454,11924.70191,11072.43221,10246.23325,8739.986915,8033.13323,14172.07007,13133.04715,12287.38243,11399.09421,9660.467285,8007.71268,13789.58991,12847.12268,11929.06787,10042.07209,9168.888374,7279.517592,11612.62863,31384.70852,32731.60245,16361.296,12505.26198,10533.89054,9471.877418,8831.064859,9213.820381,13492.68536
MI6,23733.42457,23289.38696,22517.9232,22288.65969,21308.45334,22050.31938,21097.26866,20911.72501,25888.44048,27239.03962,26377.44231,25490.1146,27731.4888,26897.70676,26024.41865,27322.09094,14089.09404,14907.0632,15772.54791,17160.77817,18026.47982,28108.7896,28870.6312,44333.52745,18153.31232,17131.77982,17128.38929,16537.55525,16261.49465,17421.24447,16723.05259,17691.37423,17212.26804,17642.61055,16757.69386,3558.050772,2835.995205,3151.622625,2234.534943,1379.93646,0,21415.97128,22109.38532,20961.1888,18999.01178,21145.30457,20167.78634,19181.89766,22301.1803,21344.03018,20224.3094,19429.12691,23549.93418,22576.28892,21622.82358,20663.4665,22874.04676,21954.36267,20968.27733,21636.55456,20738.1627,22097.24163,21255.25766,20443.33335,21783.23426,20946.99164,12073.37733,12124.30715,13090.45709,13103.57009,13229.42118,14108.66151,14182.55279,14372.47462,15076.46688,15112.8906,15369.03825,16081.19722,16114.3671,16215.96432,16353.64729,17152.53112,17195.52929,17373.38651,18064.36653,18121.25677,18171.21826,18371.35781,19179.49051,19309.98108,19482.29734,20168.95151,20308.92738,20476.80535,27621.49155,27190.94054,22690.80002,23328.80268,22578.34545,24002.35588,23267.29019,23023.29332,39403.52594,38437.39048,37459.63334,40581.97706,39591.88296,38620.81434,37644.08099,40806.24534,39841.79983,38838.95632,37695.65407,38148.43341,20843.55857,21588.77542,9954.772521,9459.166221,8264.997319,12732.29953,11830.764,11003.8291,10193.25827,9408.615446,8686.458421,7887.370194,14150.41941,13183.3818,12290.85455,11373.89611,10487.95872,8805.934848,8004.305901,14734.28523,13671.75405,12792.18355,11861.37179,10009.30063,8194.356608,14442.58837,13473.72515,12524.75999,10567.25304,9645.656686,7609.753979,12309.34369,31999.23936,33326.21507,15227.15765,13223.1361,10939.58525,9628.267232,9104.397922,8861.072168,14230.65053
NO1,28394.80804,27382.55082,27097.25061,26178.57119,25776.82138,25286.47547,24860.97033,23933.47728,14399.88833,14884.83401,13980.75705,13084.4989,14525.68898,13594.88226,12662.32893,13177.59461,7468.016652,6554.188757,5647.000547,4292.839666,3389.854826,10430.35673,10540.1108,36554.25964,21489.49931,21127.69228,20205.20703,8029.996203,7832.379931,7109.60441,6836.247572,13665.54588,12356.78274,11415.792,11047.20914,21963.09353,22387.06149,21062.30979,21428.46088,21858.00741,21415.97128,0,1001.952043,19353.53021,18309.40069,18538.16412,17970.1385,17438.33854,18362.74438,17727.12663,17066.27875,16577.96757,18348.68613,17639.35177,16954.75874,16341.87463,16927.61178,16187.50926,15543.99204,12199.13661,11528.35614,11492.88547,10799.92143,10171.35211,10110.79038,9371.762287,12341.51048,13215.5024,11858.78413,12758.50671,13671.18248,12363.37936,13315.39826,14243.88119,11075.14304,12017.76191,13942.81729,10779.81466,11763.6322,12740.61064,13727.42495,11572.02815,12603.65114,13580.66627,10509.53815,11580.29315,12496.23695,13550.27316,12480.35239,13481.43441,14482.62549,12556.42514,13550.80862,14556.33052,18953.94048,18208.96345,8691.700175,8208.333097,7331.160845,7817.392628,6883.004533,5875.55445,30519.63482,29604.86458,28715.07571,31097.9079,30162.50096,29217.9306,28294.66907,30787.64834,29852.8823,28888.82426,27858.42538,27632.83837,5686.900543,5058.738566,12113.8348,12259.25947,13151.27474,12422.58625,12389.55915,12517.74821,12670.23413,12896.74256,13217.40462,13770.39335,13673.4156,13493.22733,13449.59448,13391.66681,13514.68152,13860.14183,14211.76459,14753.40341,14648.86182,14515.50888,14435.4129,14476.17506,14845.97324,15821.22351,15608.51419,15454.38783,15437.37417,15496.18196,15890.64314,16487.37978,22472.36529,23121.35925,12992.16246,16617.56262,14377.98413,13627.63836,14602.47227,12648.95617,16821.94052
NO2,29388.25558,28374.54575,28092.77735,27172.0858,26774.27638,26277.99291,25856.82027,24927.3931,15145.53362,15568.18232,14684.53048,13812.70838,15162.76948,14250.18558,13341.06754,13783.48637,8279.169478,7334.206633,6390.294669,5097.651388,4144.860847,10770.40918,10783.21314,37218.12178,22490.23006,22129.62937,21206.90255,9030.089174,8828.106273,8111.540646,7830.523283,14657.8817,13353.13702,12408.26164,12047.43983,22762.37282,23161.49368,21853.1402,22192.30401,22592.94768,22109.38532,1001.952043,0,20325.24864,19298.78806,19502.04788,18945.10474,18423.10901,19304.2576,18681.93651,18035.79381,17556.62316,19261.43321,18567.73699,17897.98125,17299.72439,17840.66579,17116.23126,16490.24867,13097.03326,12452.02102,12363.9833,11698.93393,11097.33962,10979.00675,10272.61135,12629.34083,13460.3958,12077.12749,12939.7328,13817.13703,12473.21002,13396.68318,14297.47821,11139.53388,12051.48422,13928.11616,10757.57023,11716.53783,12672.19009,13642.50262,11437.91703,12458.78914,13421.27496,10303.93546,11362.97828,12274.38222,13317.68378,12179.18256,13179.73082,14181.07026,12179.41241,13177.73322,14188.18247,19743.17377,18997.09417,9482.585177,8935.740104,8099.734657,8464.444904,7569.483494,6549.277209,31173.43232,30268.0407,29389.41466,31719.28872,30793.54427,29857.72781,28944.72099,31385.04728,30458.97098,29504.68715,28488.7542,28230.75361,6578.124225,5880.486826,12951.73269,13055.55225,13854.9021,13392.53305,13335.42511,13436.83618,13556.24155,13744.59521,14026.77986,14544.72439,14669.04547,14477.85879,14419.08592,14339.33731,14437.24512,14718.70578,15036.89463,15753.3188,15641.73338,15498.32506,15403.1843,15400.02672,15710.03655,16819.92556,16600.5395,16436.02853,16385.60274,16422.91457,16758.62689,17467.86605,23174.37802,23782.44654,12998.24021,17607.76442,15325.82008,14519.21676,15498.08704,13402.73673,17819.37368
OA1,9467.313281,8410.721138,8355.363059,7341.094369,7304.890127,6373.03544,6303.425417,5290.835371,9658.173251,10864.97373,10624.66158,10437.14959,11825.58989,11622.9692,11451.85529,12557.87997,15962.76155,16604.71335,17227.18537,17242.51645,17949.00569,16461.1329,17537.46459,23375.40112,4634.112732,5287.005864,4604.536349,11988.39523,12383.79092,12579.07969,13268.94922,5956.970974,7335.316653,8101.033769,8763.258465,18370.76569,19351.53285,18154.0692,19125.78741,20153.03425,20961.1888,19353.53021,20325.24864,0,1985.124514,1008.199573,1406.312664,2226.642916,2226.282747,2011.48959,2294.369466,2827.328248,3601.344043,3157.183776,3020.772647,3161.853096,4115.554753,4059.022533,4136.158011,7943.887614,8189.677782,8932.484099,9147.941854,9444.757381,10112.13621,10423.73138,22951.70512,23891.15714,23432.36349,24313.10626,25231.09309,24787.93102,25664.57191,26558.17631,24419.75968,25274.43251,27019.70141,24949.99236,25801.27181,26658.50582,27514.13705,26365.09428,27201.2358,28054.91136,26119.08837,26997.87822,27730.48887,28637.4616,28313.01986,29126.86692,29947.25671,28916.17626,29720.82944,30534.1238,8132.358495,8088.106894,12090.23612,13059.77924,13322.81025,14050.21936,14295.78644,15065.55761,18557.34919,17611.43551,16652.02057,19801.99262,18835.22068,17897.1457,16953.46298,20130.25038,19200.41006,18237.39818,17128.50195,17761.57237,13936.41608,14854.65379,14617.50093,15519.02236,17429.52752,10517.29203,11521.45083,12401.95593,13358.08345,14345.32302,15271.33097,16115.78694,8238.897202,9236.642764,10143.69527,11165.15177,12098.17574,14061.05314,14970.24544,7061.660528,8068.06114,8974.267445,9948.185357,11939.33752,13953.05999,6829.288704,7823.619744,8805.983461,10814.50335,11783.81538,13951.35585,8733.652357,11897.85075,13326.92928,26167.79536,7802.90876,10955.42662,13105.18812,12944.95,16400.5562,6778.987825
OA2,10108.79042,9083.275558,8851.071831,7897.39932,7604.578103,6985.067712,6638.438279,5667.467836,10242.39967,11558.13644,11158.3862,10796.43672,12462.48849,12110.24428,11776.74643,12990.14194,14358.04201,15058.20544,15740.33378,15874.20149,16637.80271,16523.15593,17596.50717,25347.07749,3881.759923,4181.282727,3285.314381,10641.28255,11001.63974,11341.48174,11936.36788,4653.735391,6005.441089,6899.201622,7404.348566,16465.61644,17441.07312,16221.75867,17188.57171,18211.43291,18999.01178,18309.40069,19298.78806,1985.124514,0,2240.105439,1422.200545,1003.503898,3579.842298,2825.734483,2155.483412,2019.317416,4997.50351,4237.199996,3624.867321,3170.795031,4997.527264,4535.227884,4136.917692,7700.670168,7699.290395,8702.613586,8706.071795,8807.869756,9704.872908,9827.165432,21141.61985,22065.678,21656.19152,22518.51387,23420.96956,23026.11229,23883.81177,24762.17686,22713.92032,23546.80022,25254.17955,23281.07914,24108.04451,24943.79392,25779.19115,24708.26699,25518.42646,26352.11924,24522.08842,25372.18736,26080.88928,26965.40851,26697.4172,27486.81852,28284.53413,27333.45153,28112.92105,28902.07081,9547.055102,9380.427089,11688.9231,12685.11395,12802.71595,13698.73805,13807.41208,14481.41712,20463.41526,19509.68751,18543.01279,21687.43881,20712.4238,19763.05814,18807.87089,21985.6521,21044.68952,20068.79694,18947.79543,19534.67715,13114.65757,14083.18471,12732.56131,13626.99582,15513.13948,8679.83161,9655.96161,10513.3414,11453.29524,12427.91037,13343.13998,14173.68554,6394.195129,7357.657117,8239.878526,9246.281153,10164.66315,12111.26237,13012.86505,5168.343443,6138.721589,7031.256111,7995.233533,9974.298972,11980.46104,4859.505778,5849.072746,6828.62795,8832.603202,9801.037691,11967.17485,6750.590878,13560.37635,14974.44028,24420.3593,5820.189986,8996.784666,11163.24514,10976.10204,14495.73137,4796.880526
OA3,10447.93031,9390.50086,9352.912108,8336.280039,8312.595586,7366.626211,7311.207516,6298.789195,8669.491043,9893.235477,9632.132825,9431.996511,10847.09833,10627.28443,10445.93182,11558.60763,15436.25235,16036.49293,16619.91236,16569.79615,17246.13207,15453.98268,16530.20917,23259.65297,5504.254864,6068.863058,5299.164866,11327.51841,11738.58302,11862.53949,12593.51809,5358.459148,6716.942947,7408.339485,8137.58461,18678.76278,19650.2839,18413.5098,19374.42192,20391.42928,21145.30457,18538.16412,19502.04788,1008.199573,2240.105439,0,996.5792547,2003.034408,1385.313667,1003.531742,1520.178291,2235.998321,2815.692103,2219.95951,2012.635066,2231.990455,3144.837811,3050.845406,3171.49301,6975.383848,7264.885317,7957.492083,8206.991492,8544.943739,9160.275718,9508.798526,22587.88591,23543.50825,23031.76657,23930.30669,24863.97288,24371.05168,25265.44817,26173.91123,23952.30129,24824.87977,26603.5704,24451.29067,25321.21503,26195.70352,27068.40505,25854.98829,26710.81734,27580.19003,25565.19211,26463.45683,27213.15664,28136.72243,27769.73841,28600.75368,29437.77671,28349.16086,29170.56479,30000.64173,7386.831825,7280.759121,11131.03655,12094.15496,12381.67602,13079.37972,13346.58776,14133.24222,18272.14313,17312.76532,16341.47691,19480.49477,18501.06022,17546.27654,16586.40521,19763.37844,18818.56306,17838.93808,16715.143,17295.28725,13064.67542,13966.55676,14369.79794,15278.78677,17224.27382,10229.75563,11261.83216,12169.68924,13146.46487,14151.39637,15094.51497,15965.93122,7983.470576,9013.622937,9949.523124,10989.2444,11944.92585,13936.0265,14862.38131,6887.380511,7938.137757,8862.523848,9851.930525,11866.15682,13899.87091,6813.449177,7813.999541,8800.529778,10824.9057,11797.567,13974.31316,8846.829548,11326.84412,12744.28669,25735.28302,7925.254122,10867.93465,12965.2991,12880.66126,16178.04227,6914.655299
OA4,10697.38286,9646.764898,9525.266855,8527.74958,8385.432654,7572.7136,7389.50737,6381.420563,8943.849959,10231.12745,9879.855104,9580.676288,11154.53655,10850.95375,10578.48771,11753.51415,14589.24686,15217.84397,15830.69691,15836.93191,16542.74708,15455.01994,16531.65715,24253.35099,5104.718726,5527.477819,4672.786814,10583.13128,10980.07209,11173.7801,11862.97166,4556.224042,5932.971138,6695.072849,7360.804441,17735.66976,18703.53553,17455.31957,18412.74288,19426.60467,20167.78634,17970.1385,18945.10474,1406.312664,1422.200545,996.5792547,0,1006.457735,2202.285478,1403.569313,993.1088534,1421.028686,3597.50014,2815.020077,2247.909253,1999.291167,3593.505498,3217.238408,3008.294397,6763.063663,6918.09929,7764.096467,7898.652289,8134.775233,8880.024374,9129.520141,21659.63579,22609.18935,22119.09001,23010.08567,23937.46341,23466.05155,24352.51649,25254.68388,23072.66574,23935.96623,25698.57653,23589.32926,24448.71025,25313.92261,26177.87708,25000.02264,25844.3683,26705.04047,24738.2606,25623.75078,26362.77077,27276.44762,26935.95022,27755.98998,28582.85157,27531.55746,28341.5542,29160.69879,8130.96503,7958.289365,10867.73809,11850.15024,12061.68922,12852.04413,13047.6958,13787.15588,19240.58261,18278.32736,17304.49079,20438.99792,19456.37363,18497.05032,17532.61396,20707.80453,19758.36569,18773.37095,17644.77534,18202.19819,12590.68926,13522.4998,13401.44899,14308.95005,16247.18684,9269.698999,10294.83207,11196.5318,12169.27666,13171.1062,14111.45402,14978.86638,7012.192868,8036.079144,8967.112612,10004.35924,10957.0847,12945.28939,13870.0682,5898.887379,6945.419783,7868.738619,8857.391057,10870.73927,12903.85778,5817.919157,6818.293555,7804.678948,9829.250015,10801.88053,12978.72458,7863.434557,12187.60647,13594.78197,24837.97839,6944.932056,9873.114878,11976.05739,11884.97548,15204.3648,5939.378547
OA5,11032.26582,9997.177877,9796.563062,8828.70464,8573.564517,7900.894775,7598.420894,6614.827796,9324.339467,10659.28112,10225.94466,9834.673565,11547.22375,11165.94602,10807.50467,12034.26685,13756.07042,14415.8418,15060.76654,15129.78163,15866.74891,15524.36231,16597.1926,25257.35531,4874.647431,5118.334088,4185.435359,9878.971358,10257.79969,10530.87895,11169.43012,3842.050318,5217.839339,6059.089468,6638.569866,16788.37384,17751.85502,16491.28963,17444.59517,18454.77427,19181.89766,17438.33854,18423.10901,2226.642916,1003.503898,2003.034408,1006.457735,0,3135.667678,2228.212321,1292.578737,1015.845082,4475.961322,3602.624093,2845.065671,2243.141453,4242.842081,3666.006908,3172.809772,6697.194524,6704.605964,7699.109976,7709.661179,7831.3664,8707.511502,8847.631373,20729.88499,21672.44202,21206.42151,22088.79243,23008.9821,22561.35572,23438.82963,24333.8506,22195.96009,23048.73275,24793.1747,22731.7162,23579.19412,24433.95191,25288.08756,24149.35786,24980.86694,25831.77699,23918.16452,24789.35154,25516.47172,26419.08619,26107.34284,26915.19582,27730.79503,26720.12274,27517.49059,28324.56082,8934.403064,8707.099572,10693.10846,11688.30971,11818.461,12701.1417,12820.78199,13506.57606,20222.09936,19257.40254,18281.46276,21411.35095,20426.00931,19462.79252,18494.50382,21667.29316,20713.86803,19724.28009,18591.73492,19128.39579,12179.22577,13138.71403,12428.89032,13334.33336,15263.67549,8309.880825,9325.478485,10219.1125,11186.59821,12184.43925,13121.31438,13983.88543,6040.562173,7055.018275,7979.18025,9012.901306,9961.714642,11946.11661,12868.92693,4904.459226,5944.5343,6866.224749,7853.769867,9865.878116,11898.19622,4812.774157,5812.857745,6799.028865,8823.779796,9796.35683,11973.2782,6873.517118,13077.95327,14474.16965,23941.2412,5959.650023,8869.065004,10978.80697,10879.74738,14225.02066,4962.179734
OA6,11273.06169,10219.61124,10272.01804,9248.52471,9338.405441,8279.111892,8345.543986,7346.588976,7526.651571,8687.343807,8504.342385,8400.33658,9660.049616,9513.554504,9420.519741,10464.99283,15823.13603,16353.53513,16868.57836,16701.91288,17317.37344,14532.5706,15603.74464,22232.35545,6846.076241,7444.204594,6684.194042,11521.73482,11956.82174,11944.5252,12748.03706,5795.262506,7070.851375,7608.497828,8443.408608,19922.27859,20886.84746,19626.53056,20578.775,21587.35994,22301.1803,18362.74438,19304.2576,2226.282747,3579.842298,1385.313667,2202.285478,3135.667678,0,987.5348526,2135.139958,2965.923468,1430.96509,993.1757397,1410.129156,2210.052897,1989.018391,2270.885061,2827.152653,6417.00915,6882.985844,7347.553815,7746.115758,8222.138705,8641.316624,9122.325489,23179.37635,24153.87946,23572.46146,24493.03122,25445.61877,24885.88258,25802.88798,26729.75992,24395.64417,25292.2312,27114.65595,24846.74873,25742.69661,26640.79332,27536.54843,26229.82181,27113.82488,28004.97164,25871.75942,26799.13314,27574.03895,28521.35362,28088.77297,28945.36816,29806.74893,28628.80599,29475.89752,30331.29686,6001.905944,5900.840997,10560.40002,11487.64257,11874.28306,12442.34383,12801.76667,13647.0243,17105.15511,16137.01094,15158.5334,18282.99305,17295.61789,16330.11369,15360.25778,18532.24721,17578.27113,16588.71155,15456.69492,16002.88061,12774.29259,13623.1903,15137.41803,16050.1824,18026.94453,10983.80416,12038.01407,12969.47632,13962.47435,14980.90691,15937.80351,16834.17672,8804.925619,9855.235231,10811.03199,11860.08252,12831.85105,14839.67855,15778.90821,7813.769953,8889.730787,9819.365063,10813.0446,12833.20774,14874.40751,7883.447504,8874.849396,9853.669269,11874.54096,12843.89053,15017.74479,9992.713623,9987.7561,11397.91563,26225.04126,9085.858693,11828.56743,13859.22497,13849.97328,16965.51739,8095.135414
OA7,11434.6319,10377.01248,10351.31315,9333.384277,9316.126101,8362.995923,8314.731163,7302.270747,7698.196335,8944.151571,8654.71686,8435.600028,9888.173561,9644.95035,9448.098523,10570.87772,14933.72787,15488.58929,16029.66826,15911.10734,16554.49879,14450.58984,15526.77589,23218.53365,6397.922639,6889.165802,6059.835663,10698.29573,11124.39258,11170.48838,11943.16126,4869.441747,6176.255528,6772.269806,7570.118338,19004.48139,19964.6159,18692.65866,19640.51526,20645.09158,21344.03018,17727.12663,18681.93651,2011.48959,2825.734483,1003.531742,1403.569313,2228.212321,987.5348526,0,1147.987892,1978.43724,2248.159582,1411.837097,1009.40691,1395.174458,2226.430673,2047.719803,2235.585531,6014.15928,6355.04409,6987.349595,7275.492799,7660.136429,8214.664915,8604.166827,22235.70283,23206.11829,22641.47017,23556.6676,24504.84448,23962.17205,24873.33944,25795.65937,23492.58761,24382.18661,26192.53345,23959.08885,24846.8852,25737.84423,26626.85112,25349.47892,26224.35124,27108.71335,25015.44915,25932.56558,26698.84826,27638.32398,27228.55426,28076.211,28929.33056,27783.3764,28621.05845,29467.43776,6737.736363,6555.06812,10175.26461,11130.90032,11444.20813,12110.20694,12399.83931,13203.70887,18070.35552,17099.99764,16119.69834,19238.01363,18248.02587,17278.62731,16304.91814,19473.16079,18515.06507,17520.70324,16384.63014,16907.06542,12201.01196,13084.09835,14159.52967,15072.11806,17045.89236,10005.6637,11057.95046,11987.42887,12979.29517,13996.88953,14952.97599,15848.02131,7819.490992,8869.133524,9824.313709,10873.21015,11844.62769,13852.25627,14791.38542,6827.111223,7903.835666,8833.409695,9827.024411,11847.06177,13888.34586,6913.989315,7902.014422,8878.362925,10897.17709,11865.52593,14038.14982,9040.007009,10849.74317,12246.79536,25308.71068,8139.887383,10842.28371,12871.923,12863.77876,15985.84418,7159.477837
OA8,11682.80823,10630.79824,10516.89787,9517.813408,9377.97608,8560.99522,8382.401167,7374.507695,8086.963865,9404.7462,9005.007475,8662.090491,10307.02988,9961.253017,9651.048477,10848.60233,13938.15255,14526.6297,15102.89491,15050.10664,15729.66844,14483.38028,15559.56787,24366.42449,5998.03847,6336.745106,5431.418051,9807.344353,10218.8281,10347.54585,11073.71689,3854.046206,5203.301392,5888.767289,6621.009825,17930.23202,18884.80498,17599.82378,18542.33282,19542.08595,20224.3094,17066.27875,18035.79381,2294.369466,2155.483412,1520.178291,993.1088534,1292.578737,2135.139958,1147.987892,0,831.3608313,3329.298429,2387.514304,1559.277832,1034.372226,2956.97135,2388.063702,2035.391945,5770.320442,5933.378134,6771.708412,6909.822547,7164.347459,7889.156954,8152.870474,21158.35591,22122.68332,21581.91948,22489.28811,23431.00681,22912.31879,23815.10214,24730.8463,22471.33424,23351.00145,25144.17692,22958.54891,23834.89511,24715.81636,25595.3462,24358.12232,25220.33996,26095.23096,24056.37609,24959.34451,25713.76931,26642.38928,26263.13448,27098.56694,27940.38446,26837.20715,27662.10746,28496.24047,7688.075328,7435.808124,9876.290057,10857.84523,11076.32503,11859.25252,12059.96705,12806.49462,19202.91404,18230.79509,17249.09299,20361.56642,19369.42021,18396.74976,17419.84785,20583.91461,19622.26697,18623.78357,17484.39484,17984.51135,11643.40551,12565.59067,13032.30448,13944.42247,15912.82308,8879.220907,9927.646229,10853.25418,11842.83438,12858.70627,13813.11992,14705.31877,6679.222524,7727.061434,8680.548899,9728.949344,10699.25169,12706.06614,13644.55231,5679.158052,6756.207694,7685.731491,8679.299923,10699.2626,12740.57353,5785.077086,6768.147506,7741.163107,9757.227991,10724.39701,12895.59759,7930.374336,11894.33956,13276.92537,24268.57916,7040.19428,9694.432817,11726.2417,11715.95409,14855.27397,6075.890369
OA9,11976.24341,10934.18778,10761.03814,9782.349494,9559.173315,8843.427822,8577.566087,7585.478548,8409.621491,9764.470251,9292.359419,8866.807102,10631.73628,10217.22349,9830.036916,11071.38316,13206.25455,13818.83348,14420.39438,14416.49304,15121.89849,14512.80175,15585.06707,25195.57414,5884.581839,6091.555112,5139.375475,9163.108865,9561.828288,9754.500962,10442.17624,3144.632192,4517.542849,5274.893674,5944.693909,17179.13222,18128.17556,16831.42169,17768.53432,18763.4079,19429.12691,16577.96757,17556.62316,2827.328248,2019.317416,2235.998321,1421.028686,1015.845082,2965.923468,1978.43724,831.3608313,0,4122.235811,3150.544093,2234.499844,1405.778279,3595.180869,2868.58493,2227.463769,5681.355331,5702.805661,6683.348984,6704.872553,6854.049109,7701.079913,7865.206912,20365.71062,21325.88062,20801.07093,21703.00873,22640.29071,22137.71937,23034.67753,23945.88513,21716.41397,22589.00411,24370.1316,22217.84226,23085.96946,23959.74658,24832.60523,23623.34769,24476.53566,25344.68504,23344.31613,24237.02454,24982.94188,25903.78388,25545.8367,26372.50443,27206.27652,26133.19583,26948.89343,27774.27374,8381.382665,8086.093905,9688.353064,10682.08762,10828.28552,11693.7636,11827.31242,12527.43461,20014.94258,19041.34256,18058.5209,21165.586,20171.7275,19196.46476,18217.1127,21377.21677,20412.84517,19411.25869,18269.52278,18752.20195,11248.93667,12196.58432,12209.27997,13121.02792,15086.34771,8057.433451,9103.260133,10026.55077,11014.85743,12029.84365,12983.48313,13874.59998,5849.811499,6896.744479,7849.596336,8897.844457,9867.931568,11874.70943,12813.28824,4850.182996,5928.562155,6857.84644,7851.202286,9870.825554,11912.18071,4986.552692,5961.962023,6929.941707,8941.639371,9907.035836,12076.02122,7151.569933,12641.63033,14012.51314,23500.26615,6274.046652,8865.824246,10894.89179,10887.39518,14030.19328,5330.682588
