,BA1,BA2,BA3,BA4,BA5,BA6,BA7,BA8,BE1,BE2,BE3,BE4,BE5,BE6,BE7,BE8,CA1,CA2,CA3,CA4,CA5,DE1,DE2,EA1,HE1,HE2,HE3,IR1,IR2,IR3,IR4,MA1,MA2,MA3,MA4,MI1,MI2,MI3,MI4,MI5,MI6,NO1,NO2,OA1,OA2,OA3,OA4,OA5,OA6,OA7,OA8,OA9,OA10,OA11,OA12,OA13,OA14,OA15,OA16,OT1,OT2,OT3,OT4,OT5,OT6,OT7,OU1,OU2,OU3,OU4,OU5,OU6,OU7,OU8,OU9,OU10,OU11,OU12,OU13,OU14,OU15,OU16,OU17,OU18,OU19,OU20,OU21,OU22,OU24,OU25,OU26,OU27,OU28,OU29,RA1,RA2,RO1,RO2,RO3,RO4,RO5,RO6,SA1,SA2,SA3,SA4,SA5,SA6,SA7,SA8,SA9,SA10,SA11,SA12,SO1,SO2,STC9,STC10,STC12,STD5,STD6,STD7,STD8,STD9,STD10,STD11,STE3,STE4,STE5,STE6,STE7,STE9,STE10,STF2,STF3,STF4,STF5,STF7,STF9,STG2,STG3,STG4,STG6,STG7,STG9,STH4,YO1,YO2,OU23,ST1,ST2,ST3,ST4,ST5,ST6
OU9,31624.65381,30785.3516,30241.51257,29553.70519,28831.26938,28871.97499,28144.01441,27454.32704,23322.82818,24217.54668,23234.43007,22233.85531,24154.42775,23171.30592,22160.94259,23036.04674,8589.446266,8200.94026,7986.851131,8838.09034,8876.518369,21229.94215,21486.54803,45392.47252,24481.68029,23720.47428,23079.9356,13124.25199,12656.92314,13081.42068,12103.32392,18627.10442,17324.8059,16862.55186,15967.95099,17294.00737,17222.6143,16357.74729,16200.82368,16101.07141,15076.46688,11075.14304,11139.53388,24419.75968,22713.92032,23952.30129,23072.66574,22195.96009,24395.64417,23492.58761,22471.33424,21716.41397,24979.44569,24033.53476,23097.30527,22188.71596,23688.51712,22730.32298,21785.52428,19775.43525,18811.65386,19518.11615,18576.77145,17663.46022,18375.01836,17379.33223,3003.57988,3148.017321,1986.0652,2238.147374,2826.136406,1416.886111,2259.99664,3168.753932,0,993.4827567,2996.058312,1004.782276,1419.752906,2245.284527,3167.187038,2276.015294,2848.129174,3638.199839,2987.951417,3203.974223,3596.549497,4315.815977,4471.450493,5000.897067,5653.316857,5380.781253,5841.421796,6415.607671,27194.29047,26504.82698,17853.04945,17830.56755,16837.11742,17864.46182,16865.05252,16034.93496,39539.10069,38571.86276,37615.18747,40339.20251,39353.38021,38365.07685,37387.15297,40193.02875,39217.6659,38206.68675,37099.11185,37089.59725,14654.14561,14682.21575,10634.27293,9943.692098,8890.604956,14151.17457,13315.70048,12654.70108,11956.6815,11283.39051,10732.26286,10439.63158,16390.90416,15549.41864,14837.84783,14035.40951,13392.98956,12113.26666,11666.16668,17678.77663,16912.80102,16207.98361,15479.10746,14092.20775,12902.13341,18362.56981,17597.00539,16862.76875,15523.98751,14913.97709,13742.37552,17614.09347,31330.96651,32265.61767,2014.879296,18274.87147,14732.46541,12693.96898,13454.74841,9422.806826,19029.85127
OU10,32347.49686,31522.12718,30964.99625,30294.18106,29555.86981,29627.90595,28885.72973,28213.38428,24306.93015,25206.7477,24223.31401,23222.22954,25146.54374,24163.37113,23152.83508,24029.45215,9511.164022,9156.553673,8967.154529,9830.954309,9867.536558,22208.12471,22455.28105,46359.46078,25227.43785,24447.88192,23828.76616,14070.64829,13602.22758,14048.57153,13066.59108,19513.66848,18222.57488,17781.3295,16876.88384,17495.60647,17368.4705,16571.58239,16356.75955,16194.09532,15112.8906,12017.76191,12051.48422,25274.43251,23546.80022,24824.87977,23935.96623,23048.73275,25292.2312,24382.18661,23351.00145,22589.00411,25896.98579,24945.58411,24003.58488,23087.76546,24615.06472,23652.78297,22701.29778,20739.27284,19771.9474,20492.45816,19548.87868,18632.98032,19356.43004,18359.27362,3182.361795,2995.55061,2230.193773,2013.694554,2240.336735,1007.080134,1453.361597,2252.766156,993.4827567,0,2002.590748,1417.763948,1003.071096,1428.879498,2244.674936,2043.470576,2247.845144,2865.868338,3139.154777,3009.710669,3147.837893,3673.986903,4119.857905,4471.94867,4995.881184,5090.590792,5394.414783,5841.949032,28158.54733,27471.55852,18845.15246,18824.0486,17830.59869,18856.31385,17856.72836,17023.89885,40513.79234,39545.64222,38587.69533,41319.06433,40332.42185,39343.48012,38364.67807,41176.56762,40200.6542,39189.02034,38080.1906,38075.0847,15647.5446,15674.22906,11315.94575,10585.37943,9392.266397,14944.00207,14080.39905,13386.52778,12650.13148,11930.57211,11326.12241,10965.56126,17199.3151,16335.3457,15598.28797,14766.63113,14088.55163,12721.96098,12220.33871,18481.4302,17689.81122,16962.84531,16207.02548,14752.6622,13470.72262,19136.58899,18349.14662,17590.5936,16187.92696,15541.84212,14270.6371,18313.27554,32306.50701,33246.92766,1021.417112,18998.43141,15430.23532,13349.51575,14073.40138,10005.22945,19777.25478
OU11,33837.47627,33039.5428,32457.98745,31820.17649,31052.96165,31183.90226,30416.02152,29777.19041,26291.03263,27200.47284,26216.47152,25214.46499,27145.99604,26162.73499,25151.86975,26031.70989,11401.7402,11100.10656,10948.66532,11832.19886,11867.12626,24185.75089,24416.69198,48308.92021,26771.28901,25959.19842,25381.02938,15992.15186,15522.44043,16005.22689,15017.42968,21323.9016,20054.50293,19650.85934,18730.32831,18049.15324,17814.88406,17157.36318,16832.7506,16548.9818,15369.03825,13942.81729,13928.11616,27019.70141,25254.17955,26603.5704,25698.57653,24793.1747,27114.65595,26192.53345,25144.17692,24370.1316,27757.59151,26796.68411,25844.78982,24916.53644,26492.98382,25523.80941,24560.8178,22686.90883,21713.59118,22459.16648,21511.80229,20591.56669,21336.18294,20336.5641,4274.943834,3606.101229,3604.800132,2841.942026,2232.08402,2232.599608,1430.457516,1018.281209,2996.058312,2002.590748,0,3170.766875,2235.679778,1422.18631,1000.934682,2864.663678,2222.742874,2035.304939,4219.30186,3564.630684,3144.732354,3040.299752,4122.203306,4000.792618,4117.554767,5091.560662,5011.108704,5107.815168,30104.96391,29422.73805,20844.69214,20826.61709,19833.16614,20856.73067,19856.89849,19019.89276,42478.63814,41508.78618,40548.45322,43293.93486,42305.73961,41315.6083,40335.15924,43158.65337,42181.69389,41168.81854,40057.59139,40061.10749,17649.80363,17674.95111,12806.04494,12016.2864,10606.06108,16600.67286,15692.31619,14945.72793,14148.56754,13356.0078,12666.73591,12193.82869,18875.5706,17974.71757,17195.75364,16316.89036,15580.4849,14073.15424,13481.47877,20143.93123,19308.86091,18545.01064,17744.49437,16178.67048,14744.26256,20745.98429,19921.60098,19122.14865,17611.62111,16904.83128,15464.74149,19790.49701,34273.64268,35225.04728,981.4339115,20517.21855,16918.17464,14776.93187,15430.38277,11344.58687,21336.7624
OU12,32325.05748,31471.14032,30941.95235,30236.0734,29531.32306,29537.10164,28825.8535,28116.69918,23477.87425,24326.46977,23347.73649,22353.4988,24222.2243,23241.01426,22234.92033,23063.97446,9025.387442,8539.324771,8213.009315,8925.401073,8852.025607,21066.77061,21274.55796,45629.32158,25161.65309,24421.20989,23757.67203,13468.24573,13005.9812,13348.82566,12390.57276,19106.10358,17783.06548,17273.74356,16404.40178,18282.92042,18219.91475,17344.74179,17197.1049,17103.54816,16081.19722,10779.81466,10757.57023,24949.99236,23281.07914,24451.29067,23589.32926,22731.7162,24846.74873,23959.08885,22958.54891,22217.84226,25382.44922,24450.5917,23528.60123,22636.94207,24070.0306,23123.41689,22196.24777,20042.08221,19093.85709,19737.22882,18808.53408,17909.01191,18555.1859,17570.5716,4008.094389,4117.294865,2990.745761,3174.673193,3613.207014,2248.197617,2871.054193,3628.312874,1004.782276,1417.763948,3170.766875,0,1011.601301,2013.159169,3016.19516,1448.12175,2268.791967,3197.610482,1983.386432,2290.420213,2827.03769,3687.469299,3607.130473,4248.191565,5003.703604,4469.100264,5013.006639,5674.68945,27451.23622,26751.91255,17928.78601,17850.17815,16858.52668,17826.7958,16825.8508,15960.87325,39741.58443,38779.36706,37829.38029,40512.47536,39531.93137,38547.73649,37575.21088,40342.13448,39371.00673,38364.89813,37266.01206,37225.13597,14695.24443,14653.36284,11403.05376,10748.58384,9789.235369,14789.2287,13990.79593,13368.26192,12710.33217,12079.28357,11569.71644,11320.42751,17003.00221,16193.12804,15514.16316,14745.99794,14140.7581,12936.38351,12527.07951,18296.44454,17565.077,16887.95317,16190.06154,14869.92011,13751.11589,19016.16014,18277.68998,17571.31635,16295.94959,15716.71291,14614.74903,18350.39124,31532.80915,32433.30883,2253.457359,18985.71556,15475.13128,13479.04513,14267.38656,10272.3906,19713.79465
OU13,33044.19205,32204.10397,31661.03989,30972.17105,30250.76876,30288.66552,29562.40284,28870.61623,24472.99619,25328.88329,24349.45433,23354.20442,25229.28783,24247.82145,23241.22046,24073.94307,9921.431244,9476.412831,9185.475577,9926.559023,9862.870469,22070.08022,22270.36509,46608.3704,25899.79376,25139.93024,24497.78169,14407.87114,13943.38779,14314.2819,13349.31076,19986.12054,18673.70228,18187.10269,17305.50301,18475.60717,18358.75237,17548.63798,17345.16286,17191.13577,16114.3671,11763.6322,11716.53783,25801.27181,24108.04451,25321.21503,24448.71025,23579.19412,25742.69661,24846.8852,23834.89511,23085.96946,26301.48451,25363.05395,24434.1436,23533.94566,24998.17318,24046.41652,23111.18947,21010.2512,20057.07875,20718.12014,19786.01425,18882.57879,19544.593,18557.37535,4145.057465,3998.618644,3160.187192,3016.762342,3166.587384,2010.098539,2278.255581,2847.022202,1419.752906,1003.071096,2235.679778,1011.601301,0,1001.568671,2004.606382,1040.447847,1428.525233,2262.300001,2211.047559,2007.1287,2218.604157,2896.124254,3154.482072,3600.026447,4233.585891,4110.635853,4476.021468,5006.076629,28423.50794,27726.81669,18934.39781,18860.27097,17868.43397,18838.39674,17837.45184,16971.92659,40728.58035,39765.18196,38813.59489,41505.55492,40523.93594,39538.87002,38565.18574,41339.54977,40367.66038,39360.65419,38260.13385,38224.59715,15703.54171,15664.87121,12051.4942,11354.25893,10253.862,15562.12684,14732.43497,14074.29888,13375.25911,12695.54948,12131.23854,11814.58045,17796.59733,16961.73367,16254.93717,15454.97151,14811.86945,13517.00732,13052.69082,19086.0435,18326.81491,17625.61468,16898.72599,15507.28916,14294.23636,19776.97228,19014.82402,18282.35428,16939.79041,16323.16392,15120.13553,19033.42067,32519.39564,33426.98274,1416.95208,19694.54326,16151.58239,14107.99596,14861.44796,10817.45064,20448.06846
OU14,33775.41509,32948.69267,32392.84302,31720.25556,30983.60154,31051.5429,30311.59802,29636.37618,25460.6189,26322.85952,25342.8516,24346.75375,26227.27244,25245.60067,24238.58408,25074.35454,10831.30531,10420.06291,10157.35912,10920.47579,10864.02766,23063.34877,23256.53796,47580.63135,26652.59147,25875.23518,25253.37221,15349.383,14883.2872,15277.80143,14307.57794,20872.17531,19569.97423,19103.75849,18211.84675,18724.67794,18556.01764,17811.2072,17554.44517,17342.13071,16215.96432,12740.61064,12672.19009,26658.50582,24943.79392,26195.70352,25313.92261,24433.95191,26640.79332,25737.84423,24715.81636,23959.74658,27220.4587,26276.28656,25341.36098,24433.7221,25925.71436,24969.54412,24027.3146,21974.43058,21017.07439,21693.53844,20758.57236,19851.8694,20527.5674,19538.20615,4511.76134,4135.715447,3615.827071,3191.986176,3014.159926,2253.744498,2052.178572,2267.082971,2245.284527,1428.879498,1422.18631,2013.159169,1001.568671,0,1003.197985,1442.477409,983.9414062,1436.988849,2797.218148,2193.900749,1968.036924,2284.542567,2982.886951,3146.56993,3585.720226,3976.982388,4117.496676,4467.03786,29390.45493,28696.19738,19931.27245,19860.80797,18868.83308,19839.93954,18838.99567,17972.79544,41708.31642,40743.86393,39790.8419,42490.83215,41508.25306,40522.41531,39547.69942,42328.77231,41356.20753,40348.40501,39246.42448,39215.71374,16702.69462,16666.41963,12744.82493,12012.72834,10793.27,16356.95216,15500.95497,14812.62869,14078.8989,13358.0778,12747.11123,12371.40135,18606.96248,17750.71403,17020.0181,16192.98064,15517.31872,14144.77481,13632.45185,19891.46699,19107.90041,18385.859,17633.88552,16180.73231,14885.47212,20555.62228,19772.80312,19017.57133,17616.09493,16966.66385,15674.24609,19742.05571,33499.03368,34412.98734,998.6378954,20425.90303,16858.98725,14777.41504,15497.2868,11425.01554,21201.83356
OU15,34504.42229,33691.20536,33123.01211,32466.73104,31715.43595,31812.84698,31059.81067,30401.15098,26446.61346,27315.75492,26335.12884,25338.12717,27224.81057,26242.90652,25235.41321,26075.0257,11747.9903,11367.47422,11130.49519,11914.26723,11865.95525,24061.67404,24249.43593,48549.45423,27406.30039,26612.4185,26010.69005,16291.42417,15824.03801,16240.90643,15266.00877,21758.34206,20466.64103,20020.26301,19118.88882,18999.6922,18780.5853,18101.96678,17793.74542,17524.721,16353.64729,13727.42495,13642.50262,27514.13705,25779.19115,27068.40505,26177.87708,25288.08756,27536.54843,26626.85112,25595.3462,24832.60523,28136.70109,27187.06698,26246.46095,25331.7946,26850.73381,25890.4191,24941.54573,22936.66202,21975.2997,22667.1445,21729.40367,20819.56283,21509.02924,20517.57584,5034.133172,4475.353798,4245.600292,3624.352355,3162.238226,2833.454641,2266.690231,2019.170871,3167.187038,2244.674936,1000.934682,3016.19516,2004.606382,1003.197985,0,2268.01664,1398.192755,1034.370949,3588.280561,2776.940921,2221.14036,2039.501125,3163.113669,2999.897655,3153.695509,4116.632474,4010.210682,4129.605814,30354.62971,29662.93208,20927.63686,20861.69885,19869.54088,20842.97787,19842.03179,18975.93553,42685.26911,41719.71854,40765.19997,43473.74826,42490.14662,41503.4967,40527.69387,43316.02857,42342.73266,41334.07183,40230.51662,40205.13231,17701.83366,17669.14957,13461.14215,12699.48008,11376.46643,17160.17275,16280.793,15565.53584,14801.14936,14044.13095,13391.94981,12962.93654,19422.30979,18546.68987,17794.34328,16943.0804,16238.09808,14796.17998,14240.58279,20700.92224,19894.88393,19153.83619,18379.07029,16870.09757,15500.50368,21338.86428,20537.04597,19760.96941,18305.52305,17626.16481,16252.02213,20459.18546,34476.16952,35396.89653,1394.87334,21163.97967,17579.13836,15466.08651,16152.72467,12067.52298,21960.6081
OU16,33773.10099,32918.63123,32390.00394,31683.38217,30979.37525,30982.99088,30273.15911,29562.35615,24673.19741,25482.58027,24508.91366,23521.46532,25342.60301,24364.57705,23363.89906,24149.79401,10419.98787,9892.289285,9505.583445,10116.34844,9951.113239,21960.12687,22110.81405,46874.05856,26608.93568,25869.30261,25204.85424,14808.42784,14349.91957,14644.10303,13700.85292,20504.3319,19173.5509,18643.05212,17786.50912,19491.69728,19385.13225,18561.9658,18369.74768,18224.49981,17152.53112,11572.02815,11437.91703,26365.09428,24708.26699,25854.98829,25000.02264,24149.35786,26229.82181,25349.47892,24358.12232,23623.34769,26741.52644,25817.40832,24902.9618,24019.77683,25418.33903,24478.60183,23561.20993,21324.04697,20387.35965,20986.59235,20068.37571,19179.92654,19777.81593,18803.43836,5156.997149,5039.010712,4157.374931,4057.157559,4168.553873,3050.531868,3246.289128,3665.037526,2276.015294,2043.470576,2864.663678,1448.12175,1040.447847,1442.477409,2268.01664,0,1035.331411,2022.71182,1355.050304,969.5974165,1380.109533,2296.026221,2195.767209,2800.58268,3582.968582,3114.397127,3579.881573,4227.035149,28719.15328,28013.41959,19068.18875,18939.70924,17952.63997,18861.9012,17862.70773,16966.25907,40962.24476,40004.33381,39059.90541,41709.61541,40733.76598,39753.31622,38785.54733,41519.47924,40552.33758,39550.75126,38459.5382,38392.67355,15814.55431,15708.64753,12843.82961,12179.47398,11166.01988,16233.28111,15438.34835,14816.02524,14154.13082,13513.4635,12987.71138,12712.05788,18442.39118,17637.63828,16961.6678,16193.93375,15585.63736,14361.16746,13932.51116,19736.56491,19010.40156,18335.5637,17638.03182,16309.51911,15163.73989,20461.46841,19725.26919,19019.37094,17737.02097,17149.57305,16013.00175,19796.96016,32757.34687,33630.36271,2272.306746,20433.74604,16920.80733,14916.58388,15696.55875,11683.73756,21161.4745
OU17,34472.70917,33632.44853,33089.55884,32400.39112,31679.29125,31715.88951,30990.5885,30297.59492,25673.24776,26493.63449,25518.59048,24529.25666,26361.43146,25382.67647,24380.7873,25174.37284,11291.29051,10806.4096,10460.18087,11113.17383,10969.56106,22995.02751,23143.14444,47857.36671,27327.85181,26568.45524,25925.70541,15733.72563,15272.17687,15599.36522,14646.89,21368.87585,20048.72856,19542.50845,18672.04189,19681.33989,19523.2134,18764.43448,18519.19405,18316.33488,17195.52929,12603.65114,12458.78914,27201.2358,25518.42646,26710.81734,25844.3683,24980.86694,27113.82488,26224.35124,25220.33996,24476.53566,27651.08587,26719.36962,25796.98302,24904.14664,26337.6057,25391.74995,24465.03811,22287.89405,21344.71135,21966.07889,21043.01538,20149.11687,20767.80424,19789.33654,5416.354558,5099.875134,4477.982721,4142.658838,3997.867426,3173.511355,3035.833517,3171.839819,2848.129174,2247.845144,2222.742874,2268.791967,1428.525233,983.9414062,1398.192755,1035.331411,0,989.0373653,2239.693668,1379.012487,984.6422997,1467.716297,1999.474765,2224.455245,2805.272866,2993.46448,3164.409976,3601.885187,29690.93342,28988.22586,20082.16347,19963.01375,18975.02854,19892.02984,18892.52152,17998.62007,41954.88682,40995.32938,40048.723,42710.33108,41732.92719,40751.19423,39781.76386,42526.09024,41557.77656,40554.82694,39461.23746,39401.79922,16831.9279,16736.02709,13476.27816,12772.57117,11632.23527,16985.84337,16159.83653,15502.79723,14801.54389,14115.14511,13538.76259,13201.21264,19216.43451,18386.2956,17682.51069,16883.48151,16238.50929,14928.45951,14448.66457,20506.93091,19752.45986,19053.46439,18327.21625,16929.56271,15694.70811,21202.83597,20442.76071,19710.85793,18362.7585,17739.35596,16507.16559,20460.65901,33748.10277,34630.67776,1982.204568,21122.99978,17578.52965,15529.28498,16275.42218,12221.7681,21876.19565
OU18,35211.50777,34383.53565,33828.87285,33154.65332,32419.5293,32483.70494,31745.81743,31067.96923,26647.63693,27474.40267,26498.6269,25508.26933,27346.23197,26367.14459,25364.68316,26161.67973,12183.63306,11728.99848,11409.59908,12087.56828,11954.82742,23978.42248,24120.75182,48819.98738,28086.19946,27310.8401,26686.50749,16659.91059,16196.48854,16546.27966,15587.99547,22247.22006,20935.84988,20448.0627,19567.69384,19987.64845,19782.64002,19084.67943,18791.66233,18536.22627,17373.38651,13580.66627,13421.27496,28054.91136,26352.11924,27580.19003,26705.04047,25831.77699,28004.97164,27108.71335,26095.23096,25344.68504,28561.60638,27624.35478,26696.17679,25796.24225,27255.70307,26305.49879,25372.04294,23238.89748,22291.40381,22927.68617,22001.54322,21104.15144,21736.34304,20755.40479,5895.886415,5422.205865,5033.802257,4525.072739,4158.546301,3645.016675,3231.320349,3053.517774,3638.199839,2865.868338,2035.304939,3197.610482,2262.300001,1436.988849,1034.370949,2022.71182,989.0373653,0,3146.418919,2158.982524,1385.918578,1005.488558,2212.102813,1965.639196,2192.069998,3127.020596,2975.927426,3133.306903,30646.49435,29945.93061,21064.7287,20949.89663,19961.56351,20880.93572,19881.38066,18987.63185,42923.94407,41963.32936,41015.30739,43684.56085,42706.19774,41723.67245,40753.20348,43503.94094,42534.93873,41531.17985,40436.15066,40381.18314,17816.31795,17724.34757,14181.81338,13448.51485,12208.78108,17780.45828,16930.96372,16247.30289,15515.7933,14793.96134,14177.78523,13790.0328,20025.59593,19176.10758,18450.91025,17627.82616,16954.21105,15576.80215,15055.80104,21312.0035,20535.52062,19817.78112,19069.13738,17617.04648,16310.76402,21983.97062,21205.22988,20452.90458,19052.48237,18400.22221,17090.08406,21178.95569,34716.20937,35604.85902,2251.567806,21861.65211,18295.86512,16213.59982,16930.11905,12854.91383,22635.02758
OU19,33786.71061,32907.62344,32405.51596,31668.21353,30996.2477,30939.36244,30259.30431,29516.51467,23954.03492,24709.91022,23744.48725,22767.79094,24526.66141,23554.16027,22561.90396,23296.90691,10165.57205,9529.989763,9022.568872,9462.755717,9182.774352,20933.89874,21041.87394,46205.84567,26598.79273,25896.64858,25194.10271,14374.79606,13927.50736,14119.22469,13210.73184,20206.77293,18854.4969,18264.24856,17446.67792,20246.86773,20195.54066,19306.11018,19171.46302,19085.49792,18064.36653,10509.53815,10303.93546,26119.08837,24522.08842,25565.19211,24738.2606,23918.16452,25871.75942,25015.44915,24056.37609,23344.31613,26316.91493,25414.39609,24522.12888,23665.06563,24969.64661,24048.34092,23157.66422,20748.61331,19835.60007,20356.72203,19458.30511,18591.41915,19109.92375,18154.24079,5991.460445,6056.268637,4974.016457,5090.206914,5364.912215,4110.051795,4489.300357,4995.19525,2987.951417,3139.154777,4219.30186,1983.386432,2211.047559,2797.218148,3588.280561,1355.050304,2239.693668,3146.418919,0,1073.947698,1989.362909,3047.357482,2225.297332,3150.717004,4110.021201,2823.154546,3605.933941,4476.544162,28104.75794,27389.23811,18289.90511,18103.61656,17124.95813,17968.6605,16974.46937,16050.3591,40260.75035,39309.91508,38374.56521,40973.93026,40005.29232,39030.8236,38070.56932,40757.10243,39795.90185,38801.09219,37721.155,37619.68063,15024.65278,14847.91133,13042.42039,12447.88531,11631.93969,16193.10201,15461.83813,14906.55845,14317.40596,13756.75706,13314.00582,13131.19685,18349.47361,17598.21473,16978.16527,16271.37038,15730.40344,14652.29974,14303.33005,19646.1219,18977.95721,18351.2844,17708.92578,16505.01303,15504.59927,20425.12306,19736.31599,19080.29612,17916.09417,17389.46593,16402.57207,19903.65563,32068.67199,32901.1221,3579.048226,20493.46097,17050.06136,15132.22039,15961.32559,12041.52965,21172.75652
OU20,34534.95809,33669.41358,33152.40781,32432.02893,31742.05615,31718.52274,31022.06185,30296.51314,24997.13138,25763.98407,24796.86795,23817.9079,25587.96771,24614.49301,23620.74675,24363.12101,11035.1963,10445.72354,9984.752901,10481.47465,10229.60143,22006.1799,22109.84667,47239.41017,27358.46893,26635.10015,25953.63927,15326.018,14873.98766,15103.16758,14181.71979,21106.2357,19762.52819,19196.81213,18362.65175,20456.38286,20353.46448,19525.52275,19337.57391,19194.08298,18121.25677,11580.29315,11362.97828,26997.87822,25372.18736,26463.45683,25623.75078,24789.35154,26799.13314,25932.56558,24959.34451,24237.02454,27270.7148,26359.61762,25458.30059,24590.32617,25932.07684,25003.59577,24102.34265,21752.61087,20831.80249,21376.53978,20472.17364,19598.54306,20139.48672,19178.52678,6122.344808,6004.657695,5118.896509,5022.910243,5091.669405,4016.187685,4150.758186,4460.54742,3203.974223,3009.710669,3564.630684,2290.420213,2007.1287,2193.900749,2776.940921,969.5974165,1379.012487,2158.982524,1073.947698,0,916.1168365,1973.440467,1341.421262,2150.303788,3072.165193,2181.430236,2765.244718,3537.252936,29122.16523,28409.25391,19343.74184,19166.86576,18186.77309,19038.5536,18043.75337,17121.86337,41301.8024,40349.27655,39411.72454,42022.38874,41052.20184,40076.40476,39114.45895,41810.73634,40848.3679,39852.19518,38769.94534,38675.05558,16079.58186,15913.70336,13669.84257,13029.56492,12074.7261,16963.70107,16196.58346,15602.0441,14968.34503,14356.41384,13857.95204,13609.81427,19149.69777,18369.52731,17718.15892,16975.81133,16394.08265,15221.33912,14817.44528,20445.87493,19746.42525,19092.71269,18418.30638,17137.80867,16040.57448,21196.55831,20481.23396,19796.38336,18560.22872,17994.46001,16905.04243,20593.27792,33106.00205,33947.62053,3133.664477,21211.05992,17724.25731,15751.06102,16548.99206,12562.30011,21918.32113
OU21,35151.6862,34298.17369,33768.55672,33063.06549,32357.92758,32363.09035,31652.84416,30942.4647,25876.72852,26654.32588,25685.57941,24704.45695,26485.80666,25511.34954,24516.10521,25266.40397,11776.92811,11225.34914,10802.0578,11343.83198,11116.00742,22922.29623,23024.87875,48108.3792,27988.63462,27247.64303,26584.61317,16127.6851,15672.09516,15932.64537,15000.96782,21859.72323,20524.21421,19979.78285,19132.10213,20630.14202,20483.75043,19709.68543,19477.09109,19285.17706,18171.21826,12496.23695,12274.38222,27730.48887,26080.88928,27213.15664,26362.77077,25516.47172,27574.03895,26698.84826,25713.76931,24982.94188,28068.67936,27150.30344,26241.36861,25364.22792,26738.04617,25803.53378,24893.34214,22596.68921,21669.2148,22234.97641,21325.45408,20446.04853,21007.09766,20041.55095,6330.177955,6063.169284,5365.194407,5097.254737,4982.195447,4112.212887,4020.198757,4124.8429,3596.549497,3147.837893,3144.732354,2827.03769,2218.604157,1968.036924,2221.14036,1380.109533,984.6422997,1385.918578,1989.362909,916.1168365,0,1058.968568,1014.881021,1421.346636,2235.93777,2008.952322,2257.526442,2847.768356,29977.06509,29266.6668,20234.42061,20067.15194,19085.6275,19946.39315,18950.88268,18031.87067,42178.34418,41224.1959,40284.5345,42906.29828,41934.58238,40957.49044,39993.89927,42699.94655,41736.39976,40738.86134,39654.3021,39566.162,16971.78013,16816.97779,14209.36416,13534.07599,12470.3556,17613.27573,16817.83221,16192.17089,15523.40328,14871.1695,14328.73104,14027.97711,19821.0609,19017.68938,18341.19525,17570.61724,16956.34024,15708.47299,15260.57069,21115.47527,20390.50939,19714.99031,19014.82655,17673.01168,16498.21611,21841.57542,21104.72766,20396.56033,19102.21858,18504.91358,17332.71678,21170.26899,33979.34657,34829.89303,2966.597186,21810.78388,18292.67445,16277.80654,17048.12058,13019.16953,22540.82288
OU22,35940.27337,35099.37279,34557.11496,33867.08257,33146.82608,33181.10545,32457.22295,31762.49621,26916.11828,27701.57273,26731.71589,25749.09222,27538.07452,26563.02034,25566.83941,26321.89995,12705.74645,12187.9295,11796.50532,12373.00428,12162.16859,23977.79119,24075.36374,49138.29134,28794.28662,28035.95994,27391.93883,17104.31694,16645.92532,16933.27312,15993.46274,22789.21564,21462.086,20937.50185,20077.95554,20962.04829,20767.77755,20055.19811,19773.83202,19528.40276,18371.35781,13550.27316,13317.68378,28637.4616,26965.40851,28136.72243,27276.44762,26419.08619,28521.35362,27638.32398,26642.38928,25903.78388,29037.3212,28112.45141,27196.70774,26311.30938,27714.33804,26774.55755,25856.43301,23607.57091,22674.6078,23257.93087,22344.31651,21460.28811,22037.6423,21068.59638,6796.188464,6379.924972,5892.315758,5459.558652,5148.044734,4537.973688,4209.163502,4058.305799,4315.815977,3673.986903,3040.299752,3687.469299,2896.124254,2284.542567,2039.501125,2296.026221,1467.716297,1005.488558,3047.357482,1973.440467,1058.968568,0,1433.965633,963.3393352,1337.572088,2223.480763,1972.538876,2183.13097,30996.09953,30287.89265,21282.23592,21121.08929,20138.76086,21004.1267,20008.33879,19090.36664,43214.61567,42259.19363,41317.85686,43948.3286,42975.45796,41997.38571,41032.53423,43745.95689,42781.56,41783.02573,40696.74949,40613.60085,18020.86018,17872.66482,14942.31042,14234.3781,13065.25036,18447.26644,17625.45305,16970.41448,16268.43095,15577.70784,14992.68697,14639.49185,20673.64918,19848.56396,19148.32397,18351.07327,17705.57585,16385.0337,15893.59807,21965.1538,21215.89585,20519.63842,19794.84608,18393.82197,17142.76342,22666.48861,21909.04814,21178.46396,19827.44907,19199.15668,17944.38541,21928.01494,35013.36621,35870.89155,3198.165535,22590.66616,19045.75012,16992.92769,17733.70043,13673.70169,23342.76596
